"riskFactor.kcd","disease.kcd","RR","pValue","pFdr","riskFactor.eng","disease.eng","age"
"I73","G63",4.45109594750103,0,0,"Other peripheral vascular diseases","Polyneuropathy in diseases classified elsewhere",9
"I73","I13",4.24710279722567,1.15369678395048e-181,3.11359688052555e-176,"Other peripheral vascular diseases","Hypertensive heart and renal disease",NA
"I73","G62",4.06426010882396,0,0,"Other peripheral vascular diseases","Other polyneuropathies",7
"I73","G81",4.57389513159673,0,0,"Other peripheral vascular diseases","Hemiplegia",NA
"I73","N18",4.2045517720831,4.98255671907236e-228,1.34469240734325e-222,"Other peripheral vascular diseases","Chronic kidney disease",NA
"I73","I74",4.87956940675327,0,0,"Other peripheral vascular diseases","Arterial embolism and thrombosis",NA
"I73","H27",4.83673783577819,2.78321614482328e-146,7.51134373164907e-141,"Other peripheral vascular diseases","Other disorders of lens",NA
"I73","S72",4.73738392888236,4.06135286906883e-250,1.0960779123043e-244,"Other peripheral vascular diseases","Fracture of femur",NA
"I73","I99",4.34777623044465,3.30369557782124e-156,8.91601362542395e-151,"Other peripheral vascular diseases","Other and unspecified disorders of circulatory system",17
"I73","G20",5.60763235098726,1.92942787186786e-244,5.20713994059699e-239,"Other peripheral vascular diseases","Parkinson’s disease",NA
"I73","E12",4.79464943030505,1.38871585228542e-51,3.7478663421479e-46,"Other peripheral vascular diseases","Malnutrition-related diabetes mellitus",NA
"I73","M00",4.12853547839618,6.37401120281234e-117,1.72021814341499e-111,"Other peripheral vascular diseases","Pyogenic arthritis",NA
"I73","L89",5.56036733719949,0,0,"Other peripheral vascular diseases","Decubitus ulcer and pressure area",NA
"I73","I64",4.86386171307809,7.20633934213291e-203,1.94484686165483e-197,"Other peripheral vascular diseases","Stroke, not specified as haemorrhage or infarction",NA
"I73","M49",5.10524224145127,0,0,"Other peripheral vascular diseases","Spondylopathies in diseases classified elsewhere",9
"N41","N40",4.89428587173373,0,0,"Inflammatory diseases of prostate","Hyperplasia of prostate",NA
"N41","A54",4.60929871541148,2.20668140243111e-205,5.95539176888107e-200,"Inflammatory diseases of prostate","Gonococcal infection",NA
"N41","N45",5.13384329123092,0,0,"Inflammatory diseases of prostate","Orchitis and epididymitis",NA
"N41","C61",6.68351705855331,0,0,"Inflammatory diseases of prostate","Malignant neoplasm of prostate",NA
"N41","N42",9.10266555205178,0,0,"Inflammatory diseases of prostate","Other disorders of prostate",7
"A59","N73",4.20673469805556,0,0,"Trichomoniasis","Other female pelvic inflammatory diseases",NA
"A59","N71",4.3740007132716,0,0,"Trichomoniasis","Inflammatory disease of uterus, except cervix",NA
"A59","Z30",4.32922945881709,0,0,"Trichomoniasis","Contraceptive management",NA
"A59","N86",4.35535256821693,0,0,"Trichomoniasis","Erosion and ectropion of cervix uteri",13
"A59","N77",4.15617240125969,0,0,"Trichomoniasis","Vulvovaginal ulceration and  inflammation in diseases classified elsewhere",NA
"A59","N70",4.97960788813873,0,0,"Trichomoniasis","Salpingitis and oophoritis",NA
"A59","A60",4.33949965225171,0,0,"Trichomoniasis","Anogenital herpesviral [herpes simplex] infection",6
"A59","N87",4.20661138480507,0,0,"Trichomoniasis","Dysplasia of cervix uteri",NA
"A59","N75",4.35199953447731,2.02143418800905e-116,5.45544658659883e-111,"Trichomoniasis","Diseases of Bartholin’s gland",NA
"F51","M80",4.14356631186102,0,0,"Nonorganic sleep disorders","Osteoporosis with pathological fracture",NA
"F51","F33",5.49527526390458,0,0,"Nonorganic sleep disorders","Recurrent depressive disorder",6
"F51","F20",5.2491113813802,1.25785348802329e-224,3.39469499347724e-219,"Nonorganic sleep disorders","Schizophrenia",9
"F51","G20",5.73059110575669,3.53209535783818e-236,9.53241895173367e-231,"Nonorganic sleep disorders","Parkinson’s disease",9
"F51","F31",5.61126298695492,0,0,"Nonorganic sleep disorders","Bipolar affective disorder",10
"F51","L89",4.22184232483458,5.58476509617903e-281,1.5072164041568e-275,"Nonorganic sleep disorders","Decubitus ulcer and pressure area",NA
"N40","H25",4.18567197874781,0,0,"Hyperplasia of prostate","Senile cataract",NA
"N40","J44",4.42109546070907,0,0,"Hyperplasia of prostate","Other chronic obstructive pulmonary disease",NA
"N40","N41",6.1482988955821,0,0,"Hyperplasia of prostate","Inflammatory diseases of prostate",NA
"N40","I63",4.25763681624962,0,0,"Hyperplasia of prostate","Cerebral infarction",NA
"N40","I50",4.11250194516775,0,0,"Hyperplasia of prostate","Heart failure",NA
"N40","N31",4.20993701807629,0,0,"Hyperplasia of prostate","Neuromuscular dysfunction of bladder, NEC",NA
"N40","I69",4.71838619353493,0,0,"Hyperplasia of prostate","Sequelae of cerebrovascular disease",NA
"N40","I48",4.22904022513141,0,0,"Hyperplasia of prostate","Atrial fibrillation and flutter",NA
"N40","C16",4.39918714790626,1.63479367947805e-227,4.41198118217536e-222,"Hyperplasia of prostate","Malignant neoplasm of stomach",NA
"N40","R35",5.55461226187937,0,0,"Hyperplasia of prostate","Polyuria",7
"N40","G81",4.34860556964372,4.26473702125359e-286,1.15096722729592e-280,"Hyperplasia of prostate","Hemiplegia",NA
"N40","C34",5.1777651169174,0,0,"Hyperplasia of prostate","Malignant neoplasm of bronchus and lung",NA
"N40","A41",4.45027192950393,5.31605231053833e-253,1.43469619756808e-247,"Hyperplasia of prostate","Other sepsis",NA
"N40","N18",5.80353480846258,0,0,"Hyperplasia of prostate","Chronic kidney disease",NA
"N40","J90",4.47837028703645,0,0,"Hyperplasia of prostate","Pleural effusion, NEC",NA
"N40","C78",4.58784228329962,6.67788112897165e-243,1.80222655908687e-237,"Hyperplasia of prostate","Secondary malignant neoplasm of respiratory and digestive organs",NA
"N40","I74",4.44873755899883,4.70288748102809e-279,1.26921527337986e-273,"Hyperplasia of prostate","Arterial embolism and thrombosis",NA
"N40","D63",4.01845154413989,9.10513957806899e-139,2.45729506932926e-133,"Hyperplasia of prostate","Anaemia in chronic diseases classified elsewhere",NA
"N40","C61",15.4621774608542,0,0,"Hyperplasia of prostate","Malignant neoplasm of prostate",NA
"N40","C79",5.01850264358535,1.34542166977916e-218,3.6310240024e-213,"Hyperplasia of prostate","Secondary malignant neoplasm of other and unspecified sites",NA
"N40","K40",5.94601526709735,3.63078923207173e-278,9.79877397951519e-273,"Hyperplasia of prostate","Inguinal hernia",NA
"N40","J43",7.07587403451975,0,0,"Hyperplasia of prostate","Emphysema",NA
"N40","H27",4.03815865644414,3.47212833992293e-91,9.370579963784e-86,"Hyperplasia of prostate","Other disorders of lens",NA
"N40","B90",4.90020432705624,7.14307409714752e-228,1.92777283733817e-222,"Hyperplasia of prostate","Sequelae of tuberculosis",NA
"N40","E44",4.29252795005316,2.44830028678954e-201,6.60747281398762e-196,"Hyperplasia of prostate","Protein-energy malnutrition of moderate and mild degree",NA
"N40","I95",4.37713065692594,4.83989975801485e-202,1.30619214669305e-196,"Hyperplasia of prostate","Hypotension",NA
"N40","G20",5.58526621409016,1.25545092420202e-224,3.3882109542364e-219,"Hyperplasia of prostate","Parkinson’s disease",NA
"N40","E12",4.4874277691291,8.28290532897567e-42,2.23539049018395e-36,"Hyperplasia of prostate","Malnutrition-related diabetes mellitus",NA
"N40","R39",4.28708111256834,2.0540769895284e-237,5.54354297933924e-232,"Hyperplasia of prostate","Other symptoms and signs involving the urinary system",7
"N40","N42",13.5821076468648,0,0,"Hyperplasia of prostate","Other disorders of prostate",8
"N40","N17",4.30968125699602,4.22467571187999e-260,1.14015548112217e-254,"Hyperplasia of prostate","Acute renal failure",NA
"N40","E88",4.14492662966816,8.36492855089736e-187,2.25752691731618e-181,"Hyperplasia of prostate","Other metabolic disorders",NA
"N40","E46",4.7779485213676,1.44054311451041e-189,3.88773775744069e-184,"Hyperplasia of prostate","Unspecified protein-energy malnutrition",NA
"N40","L89",5.98420660038174,0,0,"Hyperplasia of prostate","Decubitus ulcer and pressure area",NA
"N40","I64",4.88689883982767,2.41052128986266e-190,6.50551485708135e-185,"Hyperplasia of prostate","Stroke, not specified as haemorrhage or infarction",NA
"B01","B08",4.66612263451613,0,0,"Varicella[chickenpox]","Other viral infections characterized by skin and mucous membrane lesions, NEC",NA
"B01","A87",4.57413118302996,1.37339515516878e-97,3.7065188447695e-92,"Varicella[chickenpox]","Viral meningitis",NA
"B01","B26",4.20063852957206,6.86625053384146e-124,1.85306369407313e-118,"Varicella[chickenpox]","Mumps",NA
"B01","M92",5.35177156317841,3.92834784855069e-235,1.06018251736686e-229,"Varicella[chickenpox]","Other juvenile osteochondrosis",NA
"B01","K00",5.17109825317357,2.2792076708692e-93,6.15112566214179e-88,"Varicella[chickenpox]","Disorders of tooth development and eruption",NA
"I49","I50",4.0104001678519,0,0,"Other cardiac arrhythmias","Heart failure",NA
"I49","I48",4.98796047653591,0,0,"Other cardiac arrhythmias","Atrial fibrillation and flutter",11
"I49","I47",4.2687899718791,8.39834874207858e-230,2.26654635851217e-224,"Other cardiac arrhythmias","Paroxysmal tachycardia",10
"I63","I11",4.55404780783759,0,0,"Cerebral infarction","Hypertensive heart disease",NA
"I63","I25",4.99547433923203,0,0,"Cerebral infarction","Chronic ischaemic heart disease",8
"I63","I50",5.31123413976176,0,0,"Cerebral infarction","Heart failure",NA
"I63","G40",4.70155673773262,0,0,"Cerebral infarction","Epilepsy",9
"I63","E10",4.58845244381776,0,0,"Cerebral infarction","Type 1 diabetes mellitus",NA
"I63","G45",4.87860086892235,0,0,"Cerebral infarction","Transient cerebral ischaemic attacks and related syndromes",8
"I63","I70",4.27893274704095,0,0,"Cerebral infarction","Atherosclerosis",8
"I63","I69",12.9368600559216,0,0,"Cerebral infarction","Sequelae of cerebrovascular disease",12
"I63","I48",4.59268267507716,0,0,"Cerebral infarction","Atrial fibrillation and flutter",9
"I63","I67",5.07895698432049,0,0,"Cerebral infarction","Other cerebrovascular diseases",8
"I63","I21",4.830856282553,0,0,"Cerebral infarction","Acute myocardial infarction",9
"I63","M80",4.510837255499,0,0,"Cerebral infarction","Osteoporosis with pathological fracture",NA
"I63","G63",4.45755060783604,0,0,"Cerebral infarction","Polyneuropathy in diseases classified elsewhere",NA
"I63","F20",4.5862857021174,4.06042369201778e-149,1.09582714600176e-143,"Cerebral infarction","Schizophrenia",NA
"I63","G81",11.2402058354513,0,0,"Cerebral infarction","Hemiplegia",11
"I63","A41",6.09874508062732,0,0,"Cerebral infarction","Other sepsis",10
"I63","N18",6.59004884634773,0,0,"Cerebral infarction","Chronic kidney disease",18
"I63","J90",4.66336443628349,0,0,"Cerebral infarction","Pleural effusion, NEC",NA
"I63","I12",4.82579342709252,4.03096322778144e-157,1.08787635591366e-151,"Cerebral infarction","Hypertensive renal disease",NA
"I63","I74",6.14685312529175,0,0,"Cerebral infarction","Arterial embolism and thrombosis",9
"I63","D63",4.44689381093177,9.83281523980797e-152,2.65368017691938e-146,"Cerebral infarction","Anaemia in chronic diseases classified elsewhere",NA
"I63","I61",6.47010744817322,0,0,"Cerebral infarction","Intracerebral haemorrhage",10
"I63","H27",4.1499622443068,8.77752929850864e-84,2.36887960708151e-78,"Cerebral infarction","Other disorders of lens",NA
"I63","E44",4.46941109958016,1.37537271841328e-190,3.71185589245377e-185,"Cerebral infarction","Protein-energy malnutrition of moderate and mild degree",NA
"I63","S72",6.12057506235065,0,0,"Cerebral infarction","Fracture of femur",NA
"I63","G20",8.71023616098401,0,0,"Cerebral infarction","Parkinson’s disease",NA
"I63","N17",5.15738066857211,0,0,"Cerebral infarction","Acute renal failure",NA
"I63","E88",4.30484219701768,2.18711352010874e-175,5.90258196806947e-170,"Cerebral infarction","Other metabolic disorders",NA
"I63","E46",4.77272284728874,1.55017752261763e-163,4.18361909804047e-158,"Cerebral infarction","Unspecified protein-energy malnutrition",NA
"I63","L89",9.5131684718567,0,0,"Cerebral infarction","Decubitus ulcer and pressure area",12
"I63","I64",12.9287698760164,0,0,"Cerebral infarction","Stroke, not specified as haemorrhage or infarction",13
"E86","B01",4.43612070337559,0,0,"Volume depletion","Varicella[chickenpox]",NA
"E86","G03",4.43060256965934,1.47617917773885e-137,3.98391236488161e-132,"Volume depletion","Meningitis due to other and unspecified causes",NA
"E86","A87",4.35540795520946,1.10904693761682e-77,2.99309587524027e-72,"Volume depletion","Viral meningitis",NA
"E03","E06",4.40798307055169,0,0,"Other hypothyroidism","Thyroiditis",3
"E03","C73",4.62694013057228,7.14084374581332e-152,1.9271709101201e-146,"Other hypothyroidism","Malignant neoplasm of thyroid gland",14
"H90","H91",4.55328430335823,0,0,"Conductive and sensorineural hearing loss","Other hearing loss",7
"I25","I20",4.1350135967071,0,0,"Chronic ischaemic heart disease","Angina pectoris",NA
"I25","H25",4.11603340234779,0,0,"Chronic ischaemic heart disease","Senile cataract",NA
"I25","I11",5.4427069059231,0,0,"Chronic ischaemic heart disease","Hypertensive heart disease",NA
"I25","I63",5.21786581199655,0,0,"Chronic ischaemic heart disease","Cerebral infarction",NA
"I25","I50",6.20444582960281,0,0,"Chronic ischaemic heart disease","Heart failure",10
"I25","E10",4.26407101162144,0,0,"Chronic ischaemic heart disease","Type 1 diabetes mellitus",NA
"I25","I70",4.45879919806008,0,0,"Chronic ischaemic heart disease","Atherosclerosis",8
"I25","I69",5.16209345693231,0,0,"Chronic ischaemic heart disease","Sequelae of cerebrovascular disease",NA
"I25","I48",5.49173588393172,0,0,"Chronic ischaemic heart disease","Atrial fibrillation and flutter",NA
"I25","I21",6.15085146004358,0,0,"Chronic ischaemic heart disease","Acute myocardial infarction",NA
"I25","M80",4.47420369841221,0,0,"Chronic ischaemic heart disease","Osteoporosis with pathological fracture",NA
"I25","Z96",4.17160627065814,0,0,"Chronic ischaemic heart disease","Presence of other functional implants",NA
"I25","G63",4.33272650783834,0,0,"Chronic ischaemic heart disease","Polyneuropathy in diseases classified elsewhere",NA
"I25","I13",5.54609491868386,2.72513765268638e-233,7.35460149707e-228,"Chronic ischaemic heart disease","Hypertensive heart and renal disease",9
"I25","I51",4.26936959179127,0,0,"Chronic ischaemic heart disease","Complications and ill-defined descriptions of heart disease",NA
"I25","G81",5.01633917789161,8.37600448972342e-306,2.26051609168656e-300,"Chronic ischaemic heart disease","Hemiplegia",NA
"I25","I15",4.16733522986217,1.72304527025633e-123,4.65015457536779e-118,"Chronic ischaemic heart disease","Secondary hypertension",NA
"I25","A41",4.8189394957088,1.67694131951658e-235,4.52572923311134e-230,"Chronic ischaemic heart disease","Other sepsis",NA
"I25","N18",7.09099185323686,0,0,"Chronic ischaemic heart disease","Chronic kidney disease",9
"I25","J90",4.57939453208989,2.41694157272969e-265,6.52284191648288e-260,"Chronic ischaemic heart disease","Pleural effusion, NEC",NA
"I25","I12",6.65843593815506,3.21790902053049e-273,8.68449286460769e-268,"Chronic ischaemic heart disease","Hypertensive renal disease",10
"I25","I74",6.14718797550926,0,0,"Chronic ischaemic heart disease","Arterial embolism and thrombosis",10
"I25","D63",4.64831222391381,2.21939176164761e-150,5.98969448633457e-145,"Chronic ischaemic heart disease","Anaemia in chronic diseases classified elsewhere",9
"I25","N08",4.01233152513487,4.75429189591725e-122,1.28308829687015e-116,"Chronic ischaemic heart disease","Glomerular disorders in diseases classified elsewhere",NA
"I25","I24",6.36727659627381,3.48409728777604e-307,9.40288176024998e-302,"Chronic ischaemic heart disease","Other acute ischaemic heart diseases",10
"I25","H27",4.17649588168197,4.6364929245009e-77,1.2512967104643e-71,"Chronic ischaemic heart disease","Other disorders of lens",NA
"I25","S72",4.80238179633925,1.49907822500351e-186,4.04571231363947e-181,"Chronic ischaemic heart disease","Fracture of femur",NA
"I25","G20",5.37642786569053,1.67915334935716e-163,4.5316990592451e-158,"Chronic ischaemic heart disease","Parkinson’s disease",NA
"I25","N17",5.05366188534113,1.43021532437974e-289,3.85986511743604e-284,"Chronic ischaemic heart disease","Acute renal failure",NA
"I25","E46",4.74833523187352,9.44769169723767e-147,2.5497430352505e-141,"Chronic ischaemic heart disease","Unspecified protein-energy malnutrition",9
"I25","L89",6.01470075708146,0,0,"Chronic ischaemic heart disease","Decubitus ulcer and pressure area",NA
"I25","I64",5.6712511127095,3.48630810390692e-203,9.408848310824e-198,"Chronic ischaemic heart disease","Stroke, not specified as haemorrhage or infarction",NA
"N64","N95",4.09390508227191,0,0,"Other disorders of breast","Menopausal and other perimenopausal disorders",NA
"N64","N60",5.50133133196895,0,0,"Other disorders of breast","Benign mammary dysplasia",14
"N64","D24",5.12999524893008,0,0,"Other disorders of breast","Benign neoplasm of breast",13
"N64","N63",5.48745556626607,0,0,"Other disorders of breast","Unspecified lump in breast",NA
"N64","C50",4.04144142371881,2.57018856359639e-57,6.93642489543393e-52,"Other disorders of breast","Malignant neoplasm of breast(C50)",NA
"N91","N72",4.10330185305526,0,0,"Absent, scanty and rare menstruation","Inflammatory disease of cervix uteri",NA
"N91","Z34",5.1973923268599,0,0,"Absent, scanty and rare menstruation","Supervision of normal pregnancy",NA
"N91","N73",4.38743524016262,0,0,"Absent, scanty and rare menstruation","Other female pelvic inflammatory diseases",NA
"N91","N93",4.35902463804162,0,0,"Absent, scanty and rare menstruation","Other abnormal uterine and vaginal bleeding",NA
"N91","N71",4.38601943837956,0,0,"Absent, scanty and rare menstruation","Inflammatory disease of uterus, except cervix",NA
"N91","Z30",4.21123040202093,0,0,"Absent, scanty and rare menstruation","Contraceptive management",NA
"N91","O80",5.20097195014857,0,0,"Absent, scanty and rare menstruation","Single spontaneous delivery",NA
"N91","O82",6.5938101580599,0,0,"Absent, scanty and rare menstruation","Single delivery by caesarean section",NA
"N91","N86",4.38005950792668,0,0,"Absent, scanty and rare menstruation","Erosion and ectropion of cervix uteri",NA
"N91","N92",4.6693598531434,0,0,"Absent, scanty and rare menstruation","Excessive, frequent and irregular menstruation",NA
"N91","N70",4.4775854453206,4.17874417093072e-239,1.12775947685078e-233,"Absent, scanty and rare menstruation","Salpingitis and oophoritis",NA
"N91","Z39",5.54923290331238,0,0,"Absent, scanty and rare menstruation","Postpartum care and examination",NA
"N91","O99",5.30400071578334,0,0,"Absent, scanty and rare menstruation","Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",NA
"N91","O20",6.33127154667319,0,0,"Absent, scanty and rare menstruation","Haemorrhage in early pregnancy",NA
"N91","N97",6.51011805808294,0,0,"Absent, scanty and rare menstruation","Female infertility",NA
"N91","Z32",5.46050516763239,0,0,"Absent, scanty and rare menstruation","Pregnancy examination and test",NA
"N91","O86",5.81153707421604,0,0,"Absent, scanty and rare menstruation","Other puerperal infections",NA
"N91","N83",4.01759187779883,1.29802570378999e-265,3.50311176938843e-260,"Absent, scanty and rare menstruation","Noninflammatory disorders of ovary, fallopian tube and broad ligament",NA
"N91","N85",5.07002343841664,5.19616198741089e-275,1.40234019716245e-269,"Absent, scanty and rare menstruation","Other noninflammatory disorders of uterus, except cervix",NA
"N91","N61",5.00243404081649,9.74701466772785e-238,2.63052431852639e-232,"Absent, scanty and rare menstruation","Inflammatory disorders of breast",NA
"N91","E22",5.19309273487962,5.13197344887709e-132,1.38501699438295e-126,"Absent, scanty and rare menstruation","Hyperfunction of pituitary gland",NA
"N91","O26",5.88677074689539,1.25154194693126e-198,3.37766140637808e-193,"Absent, scanty and rare menstruation","Maternal care for other conditions predominantly related to pregnancy",NA
"N91","O34",6.77213852221906,0,0,"Absent, scanty and rare menstruation","Maternal care for known or suspected abnormality of pelvic organs",NA
"N91","E28",6.65361597861598,0,0,"Absent, scanty and rare menstruation","Ovarian dysfunction",NA
"N91","O42",5.19618531610194,0,0,"Absent, scanty and rare menstruation","Premature rupture of membranes",8
"N91","P59",8.28744032860896,1.23403187503745e-24,3.33040522435108e-19,"Absent, scanty and rare menstruation","Neonatal jaundice from other and unspecified causes",NA
"N91","O21",5.04184383990542,1.42012056747979e-211,3.83262138751444e-206,"Absent, scanty and rare menstruation","Excessive vomiting in pregnancy",NA
"N91","O24",4.72484867445729,0,0,"Absent, scanty and rare menstruation","Diabetes mellitus in pregnancy",NA
"N91","O92",6.38586267500503,3.54604341237086e-209,9.57006196130647e-204,"Absent, scanty and rare menstruation","Other disorders of breast and lactation associated with childbirth",NA
"N91","N75",4.20489843045663,1.70181981870913e-80,4.5928713267322e-75,"Absent, scanty and rare menstruation","Diseases of Bartholin’s gland",NA
"N91","O23",4.90183073169724,1.60219334817113e-239,4.32399940804425e-234,"Absent, scanty and rare menstruation","Infections of genitourinary tract in pregnancy",NA
"O80","N72",4.01851039937002,0,0,"Single spontaneous delivery","Inflammatory disease of cervix uteri",NA
"O80","Z34",6.04717368140723,0,0,"Single spontaneous delivery","Supervision of normal pregnancy",8
"O80","N73",4.11173180101543,0,0,"Single spontaneous delivery","Other female pelvic inflammatory diseases",NA
"O80","N71",4.17300796385301,0,0,"Single spontaneous delivery","Inflammatory disease of uterus, except cervix",NA
"O80","Z30",4.68648857370078,0,0,"Single spontaneous delivery","Contraceptive management",4
"O80","N86",4.87668329309102,0,0,"Single spontaneous delivery","Erosion and ectropion of cervix uteri",NA
"O80","N70",4.02703137958629,5.47717925375123e-182,1.47818113700238e-176,"Single spontaneous delivery","Salpingitis and oophoritis",NA
"O80","Z39",5.07403964595168,0,0,"Single spontaneous delivery","Postpartum care and examination",NA
"O80","O99",4.50945915448229,0,0,"Single spontaneous delivery","Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",NA
"O80","O20",4.45517756907541,8.26616443698534e-292,2.2308724582536e-286,"Single spontaneous delivery","Haemorrhage in early pregnancy",NA
"O80","Z32",4.54402943258088,2.40795920545914e-221,6.49860030369314e-216,"Single spontaneous delivery","Pregnancy examination and test",NA
"O80","O86",4.748398658186,2.24874436139872e-234,6.06891128254288e-229,"Single spontaneous delivery","Other puerperal infections",NA
"O80","N61",4.9272306536576,8.92084172410957e-215,2.40755676450269e-209,"Single spontaneous delivery","Inflammatory disorders of breast",NA
"O80","O26",4.14663549064389,1.00058964723821e-85,2.70039133996649e-80,"Single spontaneous delivery","Maternal care for other conditions predominantly related to pregnancy",NA
"O80","O42",4.05924860023193,3.62964333799169e-179,9.79568144057197e-174,"Single spontaneous delivery","Premature rupture of membranes",NA
"O80","P59",5.10787800041031,3.28464121543448e-10,8.86458971221457e-05,"Single spontaneous delivery","Neonatal jaundice from other and unspecified causes",NA
"O80","O21",4.40061251918545,9.22785091241416e-146,2.49041240424233e-140,"Single spontaneous delivery","Excessive vomiting in pregnancy",NA
"O80","O92",7.74980108773075,7.35929982917103e-282,1.98612783789668e-276,"Single spontaneous delivery","Other disorders of breast and lactation associated with childbirth",8
"R31","N02",4.25956068288893,6.26290042277426e-239,1.69023156609832e-233,"Unspecified haematuria","Recurrent and persistent haematuria",3
"E87","A41",4.63598524958727,1.57539441983213e-188,4.25167446024295e-183,"Other disorders of fluid, electrolyte and acid-base balance","Other sepsis",12
"E87","I12",4.51899091063013,1.91305319037349e-110,5.16294795017999e-105,"Other disorders of fluid, electrolyte and acid-base balance","Hypertensive renal disease",12
"E87","D63",5.85544524565869,3.13738855938044e-215,8.46718424405594e-210,"Other disorders of fluid, electrolyte and acid-base balance","Anaemia in chronic diseases classified elsewhere",12
"E87","L89",4.06287214875766,2.60930697233961e-178,7.04199765695013e-173,"Other disorders of fluid, electrolyte and acid-base balance","Decubitus ulcer and pressure area",11
"J05","B08",5.53677747735098,0,0,"Acute obstructive laryngitis [croup] and epiglottitis","Other viral infections characterized by skin and mucous membrane lesions, NEC",NA
"J05","B01",6.21889656264077,0,0,"Acute obstructive laryngitis [croup] and epiglottitis","Varicella[chickenpox]",NA
"J05","G03",4.39543910559956,4.79407373354244e-110,1.29382461920843e-104,"Acute obstructive laryngitis [croup] and epiglottitis","Meningitis due to other and unspecified causes",NA
"J05","A87",5.25180150974666,1.1984895864359e-95,3.23448369587322e-90,"Acute obstructive laryngitis [croup] and epiglottitis","Viral meningitis",NA
"J05","B09",4.20208564920383,1.69310826615622e-62,4.5693605887024e-57,"Acute obstructive laryngitis [croup] and epiglottitis","Unspecified viral infection characterized by skin and mucous membrane lesions",NA
"J05","B26",4.00285939420594,7.08503011434216e-81,1.91210792725866e-75,"Acute obstructive laryngitis [croup] and epiglottitis","Mumps",NA
"I50","I11",6.23930880790287,0,0,"Heart failure","Hypertensive heart disease",8
"I50","J44",4.37974855907557,0,0,"Heart failure","Other chronic obstructive pulmonary disease",NA
"I50","I63",5.22779467671495,0,0,"Heart failure","Cerebral infarction",NA
"I50","I25",5.76885123169092,0,0,"Heart failure","Chronic ischaemic heart disease",NA
"I50","I69",5.13797443860341,0,0,"Heart failure","Sequelae of cerebrovascular disease",NA
"I50","I48",8.57779593148113,0,0,"Heart failure","Atrial fibrillation and flutter",10
"I50","I21",5.80554803846462,0,0,"Heart failure","Acute myocardial infarction",NA
"I50","M80",5.081406115496,0,0,"Heart failure","Osteoporosis with pathological fracture",NA
"I50","Z96",4.27299020082895,0,0,"Heart failure","Presence of other functional implants",NA
"I50","I13",5.90586447242026,4.56075339664151e-237,1.23085612668561e-231,"Heart failure","Hypertensive heart and renal disease",NA
"I50","I51",5.49865579009046,0,0,"Heart failure","Complications and ill-defined descriptions of heart disease",10
"I50","G81",5.63675268673516,0,0,"Heart failure","Hemiplegia",11
"I50","A41",5.74845874448831,1.70017662747157e-305,4.58843668222027e-300,"Heart failure","Other sepsis",NA
"I50","D68",4.09414048819113,4.72036804475143e-179,1.27393292791752e-173,"Heart failure","Other coagulation defects",9
"I50","N18",7.12632744207715,0,0,"Heart failure","Chronic kidney disease",10
"I50","J90",5.63229516425036,0,0,"Heart failure","Pleural effusion, NEC",NA
"I50","I12",5.44809028302126,6.26303613164609e-164,1.69026819120865e-158,"Heart failure","Hypertensive renal disease",10
"I50","I74",5.46056090909091,1.69011155575732e-300,4.56127306667785e-295,"Heart failure","Arterial embolism and thrombosis",8
"I50","D63",4.97968680339279,2.20880255796937e-156,5.96111634344775e-151,"Heart failure","Anaemia in chronic diseases classified elsewhere",10
"I50","I24",5.29523487386395,9.09692039266094e-190,2.45507687557133e-184,"Heart failure","Other acute ischaemic heart diseases",10
"I50","H27",4.20840610410514,2.98016628200679e-70,8.04287276187993e-65,"Heart failure","Other disorders of lens",NA
"I50","S72",5.4478759327846,1.2372110366122e-219,3.33898514560901e-214,"Heart failure","Fracture of femur",NA
"I50","I95",4.0814401362499,3.02768447083657e-119,8.17111484989373e-114,"Heart failure","Hypotension",11
"I50","G20",5.42403802560538,1.18562189363001e-149,3.19975636652866e-144,"Heart failure","Parkinson’s disease",NA
"I50","N17",6.34924192401397,0,0,"Heart failure","Acute renal failure",NA
"I50","E88",4.33532611262871,9.46345902132528e-144,2.55399832067527e-138,"Heart failure","Other metabolic disorders",NA
"I50","E46",5.0179649653809,7.26843839769881e-148,1.96160615477096e-142,"Heart failure","Unspecified protein-energy malnutrition",12
"I50","L89",6.89507779169549,0,0,"Heart failure","Decubitus ulcer and pressure area",NA
"I50","I64",5.39499605838101,4.34158370254563e-165,1.17170660964301e-159,"Heart failure","Stroke, not specified as haemorrhage or infarction",NA
"N20","N13",5.80281314956714,1.21028431967002e-272,3.26631532192546e-267,"Calculus of kidney and ureter","Obstructive and reflux uropathy",10
"N20","N21",7.32168700884402,0,0,"Calculus of kidney and ureter","Calculus of lower urinary tract",7
"L22","L20",4.28809963039658,0,0,"Diaper [napkin] dermatitis","Atopic dermatitis",NA
"L22","H66",5.02355504744915,0,0,"Diaper [napkin] dermatitis","Suppurative and unspecified otitis media",NA
"L22","A08",5.59836248925588,0,0,"Diaper [napkin] dermatitis","Viral and other specified intestinal infections",NA
"L22","L01",5.26683105551246,0,0,"Diaper [napkin] dermatitis","Impetigo",NA
"L22","B08",15.5759551079395,0,0,"Diaper [napkin] dermatitis","Other viral infections characterized by skin and mucous membrane lesions, NEC",NA
